page_number,item_number,onderdeel,materiaal,lengte,breedte,dikte,l1,l2,b1,b2,pro_methode,opmerkingen,source_line,is_te_bestellen
18,10,RG,MDF,10,5,978.5,,,,,,,10 RG MDF 5mm BxB 978.5 525 5,False
18,1,Plank,MDF,1,31,453,,,,,,,1 Plank MDF 31mm BxB 453 313 31 eik eik eik eik,False
18,1,Rondel,steun,1,18,60,,,,,Te bestellen,,1 Rondel tv steun BRUT MDF 18MM 60 60 18 Te bestellen ZWARTE MDF,True
19,Valse rug,MDF 13mm BxB,622,467.667,13,"Reichenbach
er",,,,,,,"Valse rug MDF 13mm BxB 622 467.667 13 Reichenbach
er    ",False
19,0,Stopcontact ROND,Dummy 10mm,100,100,10,Te bestellen,,,,,, Stopcontact ROND Dummy 10mm 100 100 10 Te bestellen     ,True
19,0,OC_greep,MDF 19mm AFQMxB,1001.5,34,19,"Gannomat
Massief","Fineer
eik
1mm",,,,," OC_greep MDF 19mm AFQMxB 1001.5 34 19 Gannomat
Massief Fineer
eik
1mm    ",False
19,2,Rug,MDF 19mm AFQMxB,1001.5,60,19,"Gannomat
Massief",,"Fineer
eik
1mm",,,,"2 Rug MDF 19mm AFQMxB 1001.5 60 19 Gannomat
Massief  Fineer
eik
1mm   profiel_L_greeplijst",False
19,L-greep,MDF 19mm AFQMxB,1466,70,19,"Reichenbach
er",,,,,,,"L-greep MDF 19mm AFQMxB 1466 70 19 Reichenbach
er Fineer
eik
1mm   ",False
19,OC_greep,MDF 19mm AFQMxB,1003,34,19,"Gannomat
Massief",,,,,,,"OC_greep MDF 19mm AFQMxB 1003 34 19 Gannomat
Massief Fineer
eik
1mm   ",False
19,1,Valse,rug,1,13,622,,,,,,,1 Valse rug MDF 13mm BxB 622 467.667 13,False
19,1,Stopcontact,ROND,1,10,100,,,,,Te bestellen,,1 Stopcontact ROND Dummy 10mm 100 100 10 Te bestellen ZWART,True
19,1,OC_greep,MDF,1,19,1001.5,,,,,,,1 OC_greep MDF 19mm AFQMxB 1001.5 34 19 eik Profel_L_Greeplijst,False
19,2,Rug,MDF,2,19,1001.5,,,,,,,2 Rug MDF 19mm AFQMxB 1001.5 60 19 eik profiel_L_greeplijst,False
19,1,L-greep,MDF,1,19,1466,,,,,,,"1 L-greep MDF 19mm AFQMxB 1466 70 19 eik 1x 70mm breed, 1x 34mm breed",False
20,2,Rug,MDF 19mm AFQMxB,1003,60,19,"Gannomat
Massief",,"Fineer
eik
1mm",,,,"2 Rug MDF 19mm AFQMxB 1003 60 19 Gannomat
Massief  Fineer
eik
1mm   profiel_L_greeplijst",False
20,0,OC_greep,MDF 19mm AFQMxB,1004.5,34,19,"Gannomat
Massief","Fineer
eik
1mm",,,,," OC_greep MDF 19mm AFQMxB 1004.5 34 19 Gannomat
Massief Fineer
eik
1mm    ",False
20,L_greep,MDF 19mm AFQMxB,1001.5,60,19,"Reichenbach
er",,,,,,,"L_greep MDF 19mm AFQMxB 1001.5 60 19 Reichenbach
er Fineer
eik
1mm   ",False
20,L_greep,MDF 19mm AFQMxB,1003,60,19,"Reichenbach
er",,,,,,,"L_greep MDF 19mm AFQMxB 1003 60 19 Reichenbach
er Fineer
eik
1mm   ",False
20,L_greep,MDF 19mm AFQMxB,1004.5,60,19,"Reichenbach
er",,,,,,,"L_greep MDF 19mm AFQMxB 1004.5 60 19 Reichenbach
er Fineer
eik
1mm   ",False
20,2,Rug,MDF,2,19,1003,,,,,,,2 Rug MDF 19mm AFQMxB 1003 60 19 eik profiel_L_greeplijst,False
20,1,OC_greep,MDF,1,19,1004.5,,,,,,,1 OC_greep MDF 19mm AFQMxB 1004.5 34 19 eik Profel_L_Greeplijst,False
20,1,L_greep,MDF,1,19,1001.5,,,,,,,"1 L_greep MDF 19mm AFQMxB 1001.5 60 19 eik 1x 60mm breed, 1x 34mm breed",False
21,L_greep,MDF 19mm AFQMxB,1001.5,97,19,"Reichenbach
er",,,,,,,"L_greep MDF 19mm AFQMxB 1001.5 97 19 Reichenbach
er Fineer
eik
1mm Fineer
eik
1mm  ",False
21,L_greep,MDF 19mm AFQMxB,1003,97,19,"Reichenbach
er",,,,,,,"L_greep MDF 19mm AFQMxB 1003 97 19 Reichenbach
er Fineer
eik
1mm Fineer
eik
1mm  ",False
21,L_greep,MDF 19mm AFQMxB,1004.5,97,19,"Reichenbach
er",,,,,,,"L_greep MDF 19mm AFQMxB 1004.5 97 19 Reichenbach
er Fineer
eik
1mm Fineer
eik
1mm  ",False
21,0,AS,Massief_PM___x14ZS,921,206,14,"Gannomat
Massief",,,,,," AS Massief_PM___x14ZS 921 206 14 Gannomat
Massief     ",False
21,2,ZS_L,Massief_PM___x14ZS,400,206,14,"Gannomat
Massief",,,,,,"2 ZS_L Massief_PM___x14ZS 400 206 14 Gannomat
Massief     ",False
21,2,ZS_R,Massief_PM___x14ZS,400,206,14,"Gannomat
Massief",,,,,," ZS_R Massief_PM___x14ZS 400 206 14 Gannomat
Massief     ",False
21,4,Bodem,MDF 13mm BxB,930,395,13,"Reichenbach
er",,,,,,"4 Bodem MDF 13mm BxB 930 395 13 Reichenbach
er     ",False
21,4,Synchrostang,Metaal 9mm,868,5,9,Te bestellen,,,,,, Synchrostang Metaal 9mm 868 5 9 Te bestellen     ,True
21,1,L_greep,MDF,1,19,1001.5,,,,,Gannomat,,1 L_greep MDF 19mm AFQMxB 1001.5 97 19 eik eik Afwerken_GR-Gannomat,False
21,4,Bodem,MDF,4,13,930,,,,,,,4 Bodem MDF 13mm BxB 930 395 13,False
21,5,Synchrostang,Metaal,5,9,868,,,,,Te bestellen,,5 Synchrostang Metaal 9mm 868 5 9 Te bestellen 1x_GB00031657 2x_GB00031201,True
22,0,AS,Massief_PM___x14ZS,921,206,14,"Gannomat
Massief",,,,,," AS Massief_PM___x14ZS 921 206 14 Gannomat
Massief     ",False
22,2,ZS_L,Massief_PM___x14ZS,400,206,14,"Gannomat
Massief",,,,,,"2 ZS_L Massief_PM___x14ZS 400 206 14 Gannomat
Massief     ",False
22,2,ZS_R,Massief_PM___x14ZS,400,206,14,"Gannomat
Massief",,,,,," ZS_R Massief_PM___x14ZS 400 206 14 Gannomat
Massief     ",False
22,4,Bodem,MDF 13mm BxB,930,395,13,"Reichenbach
er",,,,,,"4 Bodem MDF 13mm BxB 930 395 13 Reichenbach
er     ",False
22,4,Synchrostang,Metaal 9mm,868,5,9,Te bestellen,,,,,, Synchrostang Metaal 9mm 868 5 9 Te bestellen     ,True
22,4,Bodem,MDF,4,13,930,,,,,,,4 Bodem MDF 13mm BxB 930 395 13,False
22,5,Synchrostang,Metaal,5,9,868,,,,,Te bestellen,,5 Synchrostang Metaal 9mm 868 5 9 Te bestellen 1x_GB00031657 2x_GB00031201,True
23,4,Bodem,MDF 13mm BxB,932.5,295,13,"Reichenbach
er",,,,,,"4 Bodem MDF 13mm BxB 932.5 295 13 Reichenbach
er     ",False
23,0,AS,Massief_PM___x14ZS,925,160,14,"Gannomat
Massief",,,,,," AS Massief_PM___x14ZS 925 160 14 Gannomat
Massief     ",False
23,2,ZS_L,Massief_PM___x14ZS,300,160,14,"Gannomat
Massief",,,,,,"2 ZS_L Massief_PM___x14ZS 300 160 14 Gannomat
Massief     ",False
23,2,ZS_R,Massief_PM___x14ZS,300,160,14,"Gannomat
Massief",,,,,," ZS_R Massief_PM___x14ZS 300 160 14 Gannomat
Massief     ",False
23,4,Bodem,MDF,4,13,932.5,,,,,,,4 Bodem MDF 13mm BxB 932.5 295 13,False
24,4,Bodem,MDF 13mm BxB,935.5,295,13,"Reichenbach
er",,,,,,"4 Bodem MDF 13mm BxB 935.5 295 13 Reichenbach
er     ",False
24,Paslat_Dik,MDF 23mm AFQMxB,2770,100,23,"Reichenbach
er",,,,,,,"Paslat_Dik MDF 23mm AFQMxB 2770 100 23 Reichenbach
er Fineer
eik
1mm Fineer
eik
1mm Fineer
eik
1mm Fineer
eik
1mm",False
24,0,Achterpoot,Massief_PM032x21OP,249,32,21,"Gannomat
Massief",,,,,," Achterpoot Massief_PM032x21OP 249 32 21 Gannomat
Massief     ",False
24,2,Plint L,Massief_PM032x21OP,413,32,21,"Gannomat
Massief",,,,,,"2 Plint L Massief_PM032x21OP 413 32 21 Gannomat
Massief     ZWART",False
24,2,Plint R,Massief_PM032x21OP,413,32,21,"Gannomat
Massief",,,,,," Plint R Massief_PM032x21OP 413 32 21 Gannomat
Massief     ",False
24,4,Plint V,Massief_PM032x21OP,943,32,21,"Gannomat
Massief",,,,,,"4 Plint V Massief_PM032x21OP 943 32 21 Gannomat
Massief     ZWART",False
24,4,Bodem,MDF,4,13,935.5,,,,,,,4 Bodem MDF 13mm BxB 935.5 295 13,False
24,1,Paslat_Dik,MDF,1,23,2770,,,,,,,1 Paslat_Dik MDF 23mm AFQMxB 2770 100 23 eik eik eik eik,False
24,2,Plint,Massief_PM032x21OP,2,032,21,,,,,,,2 Plint L Massief_PM032x21OP 413 32 21 ZWART,False
24,1,Led_,Dummy,1,02,1000,,,,,Te bestellen,,1 Led_ Dummy 02mm 1000 300 2 Te bestellen (niet ingeven),True
24,2,LED_SNOER,standaard,2,03,3000,,,,,Te bestellen,,2 LED_SNOER standaard Dummy 03mm 3000 3 3 Te bestellen,True
24,4,LED_Strip_4x8,Dummy,4,4,8,,,,,Te bestellen,,4 LED_Strip_4x8 Dummy 04mm 1080 8 4 Te bestellen Lengte delen door 5000,True
25,LED_Strip_4x8,Dummy 04mm,1080,8,4,Te bestellen,,,,,,,LED_Strip_4x8 Dummy 04mm 1080 8 4 Te bestellen    ,True
25,5,LED_Strip_4x8,Dummy,5,4,8,,,,,Te bestellen,,5 LED_Strip_4x8 Dummy 04mm 1080 8 4 Te bestellen Lengte delen door 5000,True
25,1,Led_,Dummy,1,02,1000,,,,,Te bestellen,,1 Led_ Dummy 02mm 1000 300 2 Te bestellen (niet ingeven),True
25,2,LED_SNOER,standaard,2,03,3000,,,,,Te bestellen,,2 LED_SNOER standaard Dummy 03mm 3000 3 3 Te bestellen,True
